,,#,#,,,,#,#,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,#,#,,,,#,#,,,
,14146001,4,1,1,6,1,신발,레오파드 부츠,Item_Name_14146001,10104001,4,4000,20800,4,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,4406010,1,80101401,6002,3005,4006,0,1,1,1,1,14146001,레오파드 부츠,,,
,14146002,4,2,1,6,1,신발,세인트 부츠,Item_Name_14146002,10104001,4,4000,20800,4,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,4406020,1,80101401,6002,3005,4006,0,1,1,1,1,14146011,레오파드 부츠 2,,,
,14146003,4,3,1,6,1,신발,퓨어 부츠,Item_Name_14146003,10104001,4,4000,20800,4,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,4406030,1,80101401,6002,3005,4006,0,1,1,1,1,14146021,레오파드 부츠 3,,,
,14156001,4,1,1,6,1,신발,이글 부츠,Item_Name_14156001,10104001,5,4000,20800,4,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,4506010,1,80101501,6003,3007,5006,0,1,1,1,1,14156001,이글 부츠,,,
,14156002,4,2,1,6,1,신발,선샤인 부츠,Item_Name_14156002,10104001,5,4000,20800,4,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,4506020,1,80101501,6003,3007,5006,0,1,1,1,1,14156011,이글 부츠 2,,,
,14156003,4,3,1,6,1,신발,로듐 부츠,Item_Name_14156003,10104001,5,4000,20800,4,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,4506030,1,80101501,6003,3007,5006,0,1,1,1,1,14156021,이글 부츠 3,,,
,14166001,4,1,1,6,1,신발,프레어리 부츠,Item_Name_14166001,10104001,6,4000,20800,4,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,4606010,1,0,6004,3009,6006,0,1,1,1,1,14166001,프레어리 부츠,,,
#,14166002,4,2,1,6,1,신발,이시스 부츠,Item_Name_14166002,10104001,6,4000,20800,4,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,4606010,1,0,6004,3009,6006,0,1,1,1,1,14166011,프레어리 부츠 2,,,
#,14166003,4,3,1,6,1,신발,라이프가디언 부츠,Item_Name_14166003,10104001,6,4000,20800,4,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,4606010,1,0,6004,3009,6006,0,1,1,1,1,14166021,프레어리 부츠 3,,,
,11117001,1,1,1,7,1,장갑,제노 글러브,Item_Name_11117001,10101001,1,4000,20600,1,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,1107010,0,80101101,0,0,0,0,1,1,1,1,11117001,제노 글러브,,,
,11117002,1,2,1,7,1,장갑,매틱 글러브,Item_Name_11117002,10101001,1,4000,20600,1,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,1107020,0,80101101,0,0,0,0,1,1,1,1,11117011,제노 글러브 2,,,
,11117003,1,3,1,7,1,장갑,제노 메탈 글러브,Item_Name_11117003,10101001,1,4000,20600,1,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,1107030,0,80101101,0,0,0,0,1,1,1,1,11117021,제노 글러브 3,,,
,11127001,1,1,1,7,1,장갑,브리노 글러브,Item_Name_11127001,10101001,2,4000,20600,1,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,1207010,0,80101201,6000,3002,2007,0,1,1,1,1,11127001,브리노 글러브,,,
,11127002,1,2,1,7,1,장갑,듀크 글러브,Item_Name_11127002,10101001,2,4000,20600,1,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,1207020,0,80101201,6000,3002,2007,0,1,1,1,1,11127011,브리노 글러브 2,,,
,11127003,1,3,1,7,1,장갑,크림슨 나이트 글러브,Item_Name_11127003,10101001,2,4000,20600,1,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,1207030,0,80101201,6000,3002,2007,0,1,1,1,1,11127021,브리노 글러브 3,,,
,11137001,1,1,1,7,1,장갑,메탈 글러브,Item_Name_11137001,10101001,3,4000,20600,1,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,1307010,1,80101301,6001,3004,3007,0,1,1,1,1,11137001,메탈 글러브,,,
,11137002,1,2,1,7,1,장갑,파워메탈 글러브,Item_Name_11137002,10101001,3,4000,20600,1,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,1307020,1,80101301,6001,3004,3007,0,1,1,1,1,11137011,메탈 글러브 2,,,
,11137003,1,3,1,7,1,장갑,테우르츠 글러브,Item_Name_11137003,10101001,3,4000,20600,1,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,1307030,1,80101301,6001,3004,3007,0,1,1,1,1,11137021,메탈 글러브 3,,,
,11147001,1,1,1,7,1,장갑,블러드 글러브,Item_Name_11147001,10101001,4,4000,20600,1,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,1407010,1,80101401,6002,3006,4007,0,1,1,1,1,11147001,블러드 글러브,,,
,11147002,1,2,1,7,1,장갑,파황 글러브,Item_Name_11147002,10101001,4,4000,20600,1,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,1407020,1,80101401,6002,3006,4007,0,1,1,1,1,11147011,블러드 글러브 2,,,
,11147003,1,3,1,7,1,장갑,플래티늄 글러브,Item_Name_11147003,10101001,4,4000,20600,1,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,1407030,1,80101401,6002,3006,4007,0,1,1,1,1,11147021,블러드 글러브 3,,,
,11157001,1,1,1,7,1,장갑,메르두크 글러브,Item_Name_11157001,10101001,5,4000,20600,1,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,1507010,1,80101501,6003,3008,5007,0,1,1,1,1,11157001,메르두크 글러브,,,
,11157002,1,2,1,7,1,장갑,프란츠 글러브,Item_Name_11157002,10101001,5,4000,20600,1,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,1507020,1,80101501,6003,3008,5007,0,1,1,1,1,11157011,메르두크 글러브 2,,,
,11157003,1,3,1,7,1,장갑,버닝 프란츠 글러브,Item_Name_11157003,10101001,5,4000,20600,1,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,1507030,1,80101501,6003,3008,5007,0,1,1,1,1,11157021,메르두크 글러브 3,,,
,11167001,1,1,1,7,1,장갑,인페르니움 글러브,Item_Name_11167001,10101001,6,4000,20600,1,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,1607010,1,0,6004,3010,6007,0,1,1,1,1,11167001,인페르니움 글러브,,,
#,11167002,1,2,1,7,1,장갑,크리거 글러브,Item_Name_11167002,10101001,6,4000,20600,1,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,1607010,1,0,6004,3010,6007,0,1,1,1,1,11167011,인페르니움 글러브 2,,,
#,11167003,1,3,1,7,1,장갑,코닉플레임 글러브,Item_Name_11167003,10101001,6,4000,20600,1,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,1607010,1,0,6004,3010,6007,0,1,1,1,1,11167021,인페르니움 글러브 3,,,
,12117001,2,1,1,7,1,장갑,마린 글러브,Item_Name_12117001,10102001,1,4000,20600,2,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,2107010,0,80101101,0,0,0,0,1,1,1,1,12117001,마린 글러브,,,
,12117002,2,2,1,7,1,장갑,인팬트리 글러브,Item_Name_12117002,10102001,1,4000,20600,2,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,2107020,0,80101101,0,0,0,0,1,1,1,1,12117011,마린 글러브 2,,,
,12117003,2,3,1,7,1,장갑,스커미셔 글러브,Item_Name_12117003,10102001,1,4000,20600,2,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,2107030,0,80101101,0,0,0,0,1,1,1,1,12117021,마린 글러브 3,,,
,12127001,2,1,1,7,1,장갑,스카우트 글러브,Item_Name_12127001,10102001,2,4000,20600,2,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,2207010,0,80101201,6000,3002,2007,0,1,1,1,1,12127001,스카우트 글러브,,,
,12127002,2,2,1,7,1,장갑,불릿프루프 글러브,Item_Name_12127002,10102001,2,4000,20600,2,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,2207020,0,80101201,6000,3002,2007,0,1,1,1,1,12127011,스카우트 글러브 2,,,
,12127003,2,3,1,7,1,장갑,코발트 나이트 글러브,Item_Name_12127003,10102001,2,4000,20600,2,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,2207030,0,80101201,6000,3002,2007,0,1,1,1,1,12127021,스카우트 글러브 3,,,
,12137001,2,1,1,7,1,장갑,어썰트 글러브,Item_Name_12137001,10102001,3,4000,20600,2,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,2307010,1,80101301,6001,3004,3007,0,1,1,1,1,12137001,어썰트 글러브,,,
,12137002,2,2,1,7,1,장갑,택티컬 글러브,Item_Name_12137002,10102001,3,4000,20600,2,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,2307020,1,80101301,6001,3004,3007,0,1,1,1,1,12137011,어썰트 글러브 2,,,
,12137003,2,3,1,7,1,장갑,셀베이션 글러브,Item_Name_12137003,10102001,3,4000,20600,2,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,2307030,1,80101301,6001,3004,3007,0,1,1,1,1,12137021,어썰트 글러브 3,,,
,12147001,2,1,1,7,1,장갑,바이오닉 글러브,Item_Name_12147001,10102001,4,4000,20600,2,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,2407010,1,80101401,6002,3006,4007,0,1,1,1,1,12147001,바이오닉 글러브,,,
,12147002,2,2,1,7,1,장갑,아쿠아마린 글러브,Item_Name_12147002,10102001,4,4000,20600,2,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,2407020,1,80101401,6002,3006,4007,0,1,1,1,1,12147011,바이오닉 글러브 2,,,
,12147003,2,3,1,7,1,장갑,팔라듐 글러브,Item_Name_12147003,10102001,4,4000,20600,2,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,2407030,1,80101401,6002,3006,4007,0,1,1,1,1,12147021,바이오닉 글러브 3,,,
,12157001,2,1,1,7,1,장갑,하르세스 글러브,Item_Name_12157001,10102001,5,4000,20600,2,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,2507010,1,80101501,6003,3008,5007,0,1,1,1,1,12157001,하르세스 글러브,,,
,12157002,2,2,1,7,1,장갑,파이어마린 글러브,Item_Name_12157002,10102001,5,4000,20600,2,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,2507020,1,80101501,6003,3008,5007,0,1,1,1,1,12157011,하르세스 글러브 2,,,
,12157003,2,3,1,7,1,장갑,위하르 글러브,Item_Name_12157003,10102001,5,4000,20600,2,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,2507030,1,80101501,6003,3008,5007,0,1,1,1,1,12157021,하르세스 글러브 3,,,
,12167001,2,1,1,7,1,장갑,아카트 글러브,Item_Name_12167001,10102001,6,4000,20600,2,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,2607010,1,0,6004,3010,6007,0,1,1,1,1,12167001,아카트 글러브,,,
#,12167002,2,2,1,7,1,장갑,뱅퀴쉬 글러브,Item_Name_12167002,10102001,6,4000,20600,2,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,2607010,1,0,6004,3010,6007,0,1,1,1,1,12167011,아카트 글러브 2,,,
#,12167003,2,3,1,7,1,장갑,이지스 글러브,Item_Name_12167003,10102001,6,4000,20600,2,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,2607010,1,0,6004,3010,6007,0,1,1,1,1,12167021,아카트 글러브 3,,,
,13117001,3,1,1,7,1,장갑,윈드스톰 글러브,Item_Name_13117001,10103001,1,4000,20600,3,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,3107010,0,80101101,0,0,0,0,1,1,1,1,13117001,윈드스톰 글러브,,,
,13117002,3,2,1,7,1,장갑,마쉬 글러브,Item_Name_13117002,10103001,1,4000,20600,3,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,3107020,0,80101101,0,0,0,0,1,1,1,1,13117011,윈드스톰 글러브 2,,,
,13117003,3,3,1,7,1,장갑,마그네틱 글러브,Item_Name_13117003,10103001,1,4000,20600,3,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,3107030,0,80101101,0,0,0,0,1,1,1,1,13117021,윈드스톰 글러브 3,,,
,13127001,3,1,1,7,1,장갑,클라우드 글러브,Item_Name_13127001,10103001,2,4000,20600,3,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,3207010,0,80101201,6000,3002,2007,0,1,1,1,1,13127001,클라우드 글러브,,,
,13127002,3,2,1,7,1,장갑,플레임 글러브,Item_Name_13127002,10103001,2,4000,20600,3,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,3207020,0,80101201,6000,3002,2007,0,1,1,1,1,13127011,클라우드 글러브 2,,,
,13127003,3,3,1,7,1,장갑,오레올린 나이트 글러브,Item_Name_13127003,10103001,2,4000,20600,3,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,3207030,0,80101201,6000,3002,2007,0,1,1,1,1,13127021,클라우드 글러브 3,,,
,13137001,3,1,1,7,1,장갑,사일런스 글러브,Item_Name_13137001,10103001,3,4000,20600,3,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,3307010,1,80101301,6001,3004,3007,0,1,1,1,1,13137001,사일런스 글러브,,,
,13137002,3,2,1,7,1,장갑,블리자드 글러브,Item_Name_13137002,10103001,3,4000,20600,3,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,3307020,1,80101301,6001,3004,3007,0,1,1,1,1,13137011,사일런스 글러브 2,,,
,13137003,3,3,1,7,1,장갑,스펠 글러브,Item_Name_13137003,10103001,3,4000,20600,3,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,3307030,1,80101301,6001,3004,3007,0,1,1,1,1,13137021,사일런스 글러브 3,,,
,13147001,3,1,1,7,1,장갑,소울 글러브,Item_Name_13147001,10103001,4,4000,20600,3,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,3407010,1,80101401,6002,3006,4007,0,1,1,1,1,13147001,소울 글러브,,,
,13147002,3,2,1,7,1,장갑,스타라이트 글러브,Item_Name_13147002,10103001,4,4000,20600,3,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,3407020,1,80101401,6002,3006,4007,0,1,1,1,1,13147011,소울 글러브 2,,,
,13147003,3,3,1,7,1,장갑,이리듐 글러브,Item_Name_13147003,10103001,4,4000,20600,3,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,3407030,1,80101401,6002,3006,4007,0,1,1,1,1,13147021,소울 글러브 3,,,
,13157001,3,1,1,7,1,장갑,루크 글러브,Item_Name_13157001,10103001,5,4000,20600,3,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,3507010,1,80101501,6003,3008,5007,0,1,1,1,1,13157001,루크 글러브,,,
,13157002,3,2,1,7,1,장갑,마그마 글러브,Item_Name_13157002,10103001,5,4000,20600,3,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,3507020,1,80101501,6003,3008,5007,0,1,1,1,1,13157011,루크 글러브 2,,,
,13157003,3,3,1,7,1,장갑,미스틱 루크 글러브,Item_Name_13157003,10103001,5,4000,20600,3,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,3507030,1,80101501,6003,3008,5007,0,1,1,1,1,13157021,루크 글러브 3,,,
,13167001,3,1,1,7,1,장갑,컨쥬어 글러브,Item_Name_13167001,10103001,6,4000,20600,3,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,3607010,1,0,6004,3010,6007,0,1,1,1,1,13167001,컨쥬어 글러브,,,
#,13167002,3,2,1,7,1,장갑,블레이즈 글러브,Item_Name_13167002,10103001,6,4000,20600,3,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,3607010,1,0,6004,3010,6007,0,1,1,1,1,13167011,컨쥬어 글러브 2,,,
#,13167003,3,3,1,7,1,장갑,마나인플런스 글러브,Item_Name_13167003,10103001,6,4000,20600,3,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,3607010,1,0,6004,3010,6007,0,1,1,1,1,13167021,컨쥬어 글러브 3,,,
,14117001,4,1,1,7,1,장갑,자비 글러브,Item_Name_14117001,10104001,1,4000,20600,4,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,4107010,0,80101101,0,0,0,0,1,1,1,1,14117001,자비 글러브,,,
,14117002,4,2,1,7,1,장갑,호프 글러브,Item_Name_14117002,10104001,1,4000,20600,4,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,4107020,0,80101101,0,0,0,0,1,1,1,1,14117011,자비 글러브 2,,,
,14117003,4,3,1,7,1,장갑,크리스탈 글러브,Item_Name_14117003,10104001,1,4000,20600,4,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,4107030,0,80101101,0,0,0,0,1,1,1,1,14117021,자비 글러브 3,,,
,14127001,4,1,1,7,1,장갑,풍요 글러브,Item_Name_14127001,10104001,2,4000,20600,4,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,4207010,0,80101201,6000,3002,2007,0,1,1,1,1,14127001,풍요 글러브,,,
,14127002,4,2,1,7,1,장갑,섀도우 글러브,Item_Name_14127002,10104001,2,4000,20600,4,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,4207020,0,80101201,6000,3002,2007,0,1,1,1,1,14127011,풍요 글러브 2,,,
,14127003,4,3,1,7,1,장갑,프러시안 나이트 글러브,Item_Name_14127003,10104001,2,4000,20600,4,15,1,100,1,glove_0002,item_bg_grade_02,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,20,4207030,0,80101201,6000,3002,2007,0,1,1,1,1,14127021,풍요 글러브 3,,,
,14137001,4,1,1,7,1,장갑,블리스 글러브,Item_Name_14137001,10104001,3,4000,20600,4,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,4307010,1,80101301,6001,3004,3007,0,1,1,1,1,14137001,블리스 글러브,,,
,14137002,4,2,1,7,1,장갑,패션 글러브,Item_Name_14137002,10104001,3,4000,20600,4,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,4307020,1,80101301,6001,3004,3007,0,1,1,1,1,14137011,블리스 글러브 2,,,
,14137003,4,3,1,7,1,장갑,오로라 글러브,Item_Name_14137003,10104001,3,4000,20600,4,15,1,100,1,glove_0003,item_bg_grade_03,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,30,4307030,1,80101301,6001,3004,3007,0,1,1,1,1,14137021,블리스 글러브 3,,,
,14147001,4,1,1,7,1,장갑,레오파드 글러브,Item_Name_14147001,10104001,4,4000,20600,4,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,4407010,1,80101401,6002,3006,4007,0,1,1,1,1,14147001,레오파드 글러브,,,
,14147002,4,2,1,7,1,장갑,세인트 글러브,Item_Name_14147002,10104001,4,4000,20600,4,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,4407020,1,80101401,6002,3006,4007,0,1,1,1,1,14147011,레오파드 글러브 2,,,
,14147003,4,3,1,7,1,장갑,퓨어 글러브,Item_Name_14147003,10104001,4,4000,20600,4,15,1,100,1,glove_0004,item_bg_grade_04,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,40,4407030,1,80101401,6002,3006,4007,0,1,1,1,1,14147021,레오파드 글러브 3,,,
,14157001,4,1,1,7,1,장갑,이글 글러브,Item_Name_14157001,10104001,5,4000,20600,4,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,4507010,1,80101501,6003,3008,5007,0,1,1,1,1,14157001,이글 글러브,,,
,14157002,4,2,1,7,1,장갑,선샤인 글러브,Item_Name_14157002,10104001,5,4000,20600,4,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,4507020,1,80101501,6003,3008,5007,0,1,1,1,1,14157011,이글 글러브 2,,,
,14157003,4,3,1,7,1,장갑,로듐 글러브,Item_Name_14157003,10104001,5,4000,20600,4,15,1,100,1,glove_0005,item_bg_grade_05,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,50,4507030,1,80101501,6003,3008,5007,0,1,1,1,1,14157021,이글 글러브 3,,,
,14167001,4,1,1,7,1,장갑,프레어리 글러브,Item_Name_14167001,10104001,6,4000,20600,4,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,4607010,1,0,6004,3010,6007,0,1,1,1,1,14167001,프레어리 글러브,,,
#,14167002,4,2,1,7,1,장갑,이시스 글러브,Item_Name_14167002,10104001,6,4000,20600,4,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,4607010,1,0,6004,3010,6007,0,1,1,1,1,14167011,프레어리 글러브 2,,,
#,14167003,4,3,1,7,1,장갑,라이프가디언 글러브,Item_Name_14167003,10104001,6,4000,20600,4,15,1,100,1,glove_0005,item_bg_grade_06,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,70,4607010,1,0,6004,3010,6007,0,1,1,1,1,14167021,프레어리 글러브 3,,,
,10118016,0,1,1,8,1,목걸이,재빠른 힘의 목걸이 I,Item_Name_10118016,0,1,1000,20900,6,15,1,100,1,necklace_0001,item_bg_grade_01,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5108011,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10128016,0,1,1,8,1,목걸이,재빠른 힘의 목걸이 II,Item_Name_10128016,0,2,1000,20900,6,15,1,100,1,necklace_0002,item_bg_grade_02,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5208011,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10138016,0,1,1,8,1,목걸이,재빠른 힘의 목걸이 III,Item_Name_10138016,0,3,1000,20900,6,15,1,100,1,necklace_0003,item_bg_grade_03,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5308011,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10118017,0,2,1,8,1,목걸이,재빠른 지혜의 목걸이 I,Item_Name_10118017,0,1,1000,20900,6,15,1,100,1,necklace_0001,item_bg_grade_01,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5108012,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10128017,0,2,1,8,1,목걸이,재빠른 지혜의 목걸이 II,Item_Name_10128017,0,2,1000,20900,6,15,1,100,1,necklace_0002,item_bg_grade_02,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5208012,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10138017,0,2,1,8,1,목걸이,재빠른 지혜의 목걸이 III,Item_Name_10138017,0,3,1000,20900,6,15,1,100,1,necklace_0003,item_bg_grade_03,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5308012,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10118018,0,3,1,8,1,목걸이,재빠른 기민성의 목걸이 I,Item_Name_10118018,0,1,1000,20900,6,15,1,100,1,necklace_0001,item_bg_grade_01,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5108013,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10128018,0,3,1,8,1,목걸이,재빠른 기민성의 목걸이 II,Item_Name_10128018,0,2,1000,20900,6,15,1,100,1,necklace_0002,item_bg_grade_02,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5208013,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10138018,0,3,1,8,1,목걸이,재빠른 기민성의 목걸이 III,Item_Name_10138018,0,3,1000,20900,6,15,1,100,1,necklace_0003,item_bg_grade_03,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5308013,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
